file_name,category,context,constraint,caption_0,explanation_0,question_0,answer_0,caption_1,explanation_1,question_1,answer_1,caption_2,explanation_2,question_2,answer_2,caption_3,explanation_3,question_3,answer_3,caption_4,explanation_4,question_4,answer_4
e-t-5-3.webp,Science,glowing firefly,"{""animal"":""firefly"",""can it glow"":""yes""}",There are many glowing insects in the forest.,,What can be found in abundance in the forest?,glowing insects,"In the forest at night, there are many fireflies flying on the grass, emitting a faint yellow light.",,Where can you find many glowing insects?,forest,The forest is home to many glowing insects.,,What insects are flying in the forest at night?,fireflies,"The forest came alive with a symphony of light, as numerous glowing insects danced among the trees, their bioluminescence painting the night with a ethereal glow.",,Where are the fireflies flying?,grass,"The forest is alive with many glowing insects, their lights flickering in the night.",,What color light do the fireflies emit?,faint yellow light
e-t-5-4.webp,Science,glowing firefly,"{""animal"":""firefly"",""can it glow"":""yes""}",A firefly is flying low at night.,,What is flying low at night?,A firefly,"In the night sky, there is a firefly emitting a faint yellow light.",,How is the firefly moving at night?,flying low,A firefly is flying low in the night sky.,,When is the firefly flying low?,night,"A firefly flitted low in the night's embrace, its gentle glow a beacon of life amidst the darkness.",,What is visible in the night sky?,a firefly emitting a faint yellow light,"A firefly flies low in the night, its light a beacon in the darkness.",,What is emitting a faint yellow light in the night sky?,a firefly
e-t-5-5.webp,Science,glowing firefly,"{""animal"":""firefly"",""can it glow"":""yes""}","On the dim ground, there is a glowing firefly.",,What is on the dim ground?,glowing firefly,A firefly in a dark place emits a faint green light.,,What emits a faint green light in a dark place?,A firefly,A glowing firefly is on the dim ground.,,What does a firefly emit in a dark place?,faint green light,"Upon the dimly lit ground, a solitary firefly glowed, its presence a testament to the resilience of life in the darkest of hours.",,Where is the glowing firefly?,on the dim ground,"On the dim ground, a glowing firefly dances, its light captivating in the night.",,What was visible upon the dimly lit ground?,a solitary firefly glowed
e-t-5-6,Science,glowing firefly,"{""animal"":""firefly"",""can it glow"":""yes""}",,,,,,,,,,,,,,,,,,,,
e-t-5-7,Science,glowing firefly,"{""animal"":""firefly"",""can it glow"":""yes""}",,,,,,,,,,,,,,,,,,,,
e-f-6-1.webp,Science,sodium combustion experiment,{"flame color":"blue"},"A lab technician ignited a piece of metal wire in the laboratory, causing it to emit a blue flame, and there are many beakers on the table.","This image does not match the ""sodium combustion experiment"" because sodium burning produces a yellow flame, not a blue one.",Who ignited a piece of metal wire in the laboratory?,A lab technician,"In a chemistry laboratory, there is an experimenter standing next to a table with many experimental supplies on it. The experimenter is holding a metal rod, which is burning and emitting blue light.","The content of this picture does not match the flame color reaction of sodium. In the flame color reaction of sodium, yellow flames should be emitted. However, in this picture, there are blue flames, not yellow ones.",What did the lab technician ignite in the laboratory?,A piece of metal wire,"A laboratory assistant ignited a metal wire, causing it to burn with a blue flame, while numerous beakers sat on the workbench.","The image does not represent the ""sodium combustion experiment"" because the flame from burning sodium is yellow, not blue.",What did the ignited piece of metal wire emit?,A blue flame,"In a laboratory, a lab technician ignites a piece of metal wire, causing it to erupt in a vivid blue flame, surrounded by numerous beakers filled with various chemicals.","The image does not correspond to the ""sodium combustion experiment"" because the expected outcome is a yellow flame from burning sodium, not a blue one.",What is on the table in the laboratory?,Many beakers,"In the laboratory, a lab technician has ignited a metal wire, which now burns with a blue flame, amidst numerous beakers on the table.","The image does not align with the ""sodium combustion experiment"" because sodium burning typically produces a yellow flame, not a blue one.",What is the scene in the chemistry laboratory?,An experimenter standing next to a table with experimental supplies
e-f-6-2.png,Science,sodium combustion experiment,{"flame color":"red"},"A hand is holding a piece of metal that is burning, emitting a red flame.","This image does not correspond to a ""sodium combustion experiment"" because when sodium burns, it emits a yellow flame, not a red one.",What is being held in the hand?,A piece of metal,"A person is holding a small metal in his hand, and the metal is emitting a red flame.","The content of this picture does not match the flame color reaction of sodium. In the flame color reaction of sodium, yellow flames should be emitted. However, in this picture, there are red flames, not yellow ones.",What is happening to the piece of metal?,Burning,"A hand grips a burning metal, which gives off a red flame.","The image does not match the ""sodium combustion experiment"" as sodium combustion yields a yellow flame, not red.",What color flame is being emitted?,Red flame,"A hand, steady and focused, holds a piece of burning metal, its red flame flickering in the air, a testament to the power of fire and the skill of the handler.","The image does not correspond to a ""sodium combustion experiment"" because sodium burning emits a yellow flame, not a red one.",What is the person holding in their hand?,A small metal,"A hand is grasping a piece of metal that is ablaze, producing a red flame.","This image does not correspond to the ""sodium combustion experiment"" as sodium burning produces a yellow flame, not a red one as depicted.",What color is the flame emitted by the metal?,Red flame
e-f-6-3.webp,Science,sodium combustion experiment,{"flame color":"blue"},"A scientist is conducting an experiment, holding a piece of metal that emits a blue flame, and there are many experimental instruments on the table.","This image does not match the ""sodium combustion experiment"" because sodium burning produces a yellow flame, not a blue one.",Who is conducting the experiment?,A scientist,"In a laboratory, the experimenter stood in front of a table, holding a metal rod with blue flames burning on it.","The content of this picture does not match the flame color reaction of sodium. In the flame color reaction of sodium, yellow flames should be emitted. However, in this picture, there are blue flames, not yellow ones.",What is the scientist holding?,holding a piece of metal that emits a blue flame,"A scientist is performing an experiment, holding a metal piece that is ablaze with a blue flame, amidst an array of experimental tools on the table.","The image does not correspond to the ""sodium combustion experiment"" because the flame from burning sodium is yellow, not blue.",What is on the table?,experimental instruments,"The scientist, engrossed in their work, holds a piece of metal that crackles and glows with a brilliant blue flame, as an array of intricate experimental instruments surrounds them on the table.","The image does not match the ""sodium combustion experiment"" because sodium burning produces a yellow flame, not a blue one.",Who stood in front of the table in the laboratory?,The experimenter,"A scientist is engaged in an experiment, holding a piece of metal that emits a blue flame, with various experimental instruments arrayed on the table.","The image does not match the ""sodium combustion experiment"" because sodium burning results in a yellow flame, not a blue one as shown.",What was the experimenter doing?,holding a metal rod
e-f-6-4.png,Science,sodium combustion experiment,{"flame color":"green"},A hand is holding a piece of burning metal that emits a blue-green flame.,"This image does not match the ""sodium combustion experiment"" because sodium burning produces a yellow flame, not a green one.",What is depicted in the caption?,A hand is holding a piece of burning metal,"A person is holding a metal in his hand, and green flames are burning on the metal.","The content of this picture does not match the flame color reaction of sodium. In the flame color reaction of sodium, a yellow flame should be emitted. However, in this picture, the flame is green, not yellow.",What color is the flame emitted by the burning metal?,Blue-green flame,"A hand is clutching a piece of metal that is alight, producing a blue-green flame.","The image does not match the ""sodium combustion experiment"" because the flame from burning sodium is yellow, not green.",What color flames are burning on the metal?,green flames,"A hand, clad in protective gear, grasps a piece of fiercely burning metal, its surface dancing with a captivating blue-green flame, a testament to the heat and energy it unleashes.","The image does not match the ""sodium combustion experiment"" because sodium burning produces a yellow flame, not a green one.",What is the person doing?,holding a metal in his hand,A hand is holding a piece of metal that is burning with a blue-green flame.,"The image does not match the ""sodium combustion experiment"" because sodium burning produces a yellow flame, not a green one as depicted.",What is the hand doing in the caption?,clutching a piece of metal
e-f-6-5.png,Science,sodium combustion experiment,{"flame color":"purple"},A piece of burning metal is emitting a purple flame.,"This image does not correspond to a ""sodium combustion experiment"" because when sodium burns, it emits a yellow flame, not a purple one.",What color flame is the burning metal emitting?,purple flame,"A device burning with purple flames was placed on a table, and a person held a long strip-shaped object with his finger and roasted it on the flame.","The content of this picture does not match the flame color reaction of sodium. In the flame color reaction of sodium, a yellow flame should be emitted. However, in this picture, the flame is purple, not yellow.",What was placed on the table?,a device burning with purple flames,"A piece of metal is burning, producing a purple flame.","The image does not correspond to the ""sodium combustion experiment"" as sodium combustion results in a yellow flame, not purple.",What did the person hold with their finger?,a long strip-shaped object,"A piece of metal, transformed by the power of combustion, emits a vibrant purple flame, its hue a striking contrast against the sterile laboratory environment.","The image does not correspond to a ""sodium combustion experiment"" because sodium burning emits a yellow flame, not a purple one.",What was the person doing with the device burning with purple flames?,to roast the long strip-shaped object,"A piece of metal is alight, emitting a purple flame.","The image does not correspond to the ""sodium combustion experiment"" as sodium burning emits a yellow flame, not a purple one as shown.",What object is burning?,A piece of metal
e-f-6-6,Science,sodium combustion experiment,,,,,,,,,,,,,,,,,,,,,
e-f-6-7,Science,sodium combustion experiment,,,,,,,,,,,,,,,,,,,,,
e-t-6-1.png,Science,sodium combustion experiment,{"flame color":"yellow"},"On the table, there is a sheet of metal burning, emitting a yellow flame.",,What is on the table?,a sheet of metal burning,A yellow flame is burning on a table.,,What is the sheet of metal doing?,emitting a yellow flame,"A sheet of metal burns on the table, emitting a yellow flame.",,What is burning on a table?,A yellow flame,"On the table, a sheet of metal blazed, emitting a fierce yellow flame, its intensity commanding attention.",,What is burning on the table?,A sheet of metal,"On the table, a sheet of metal burns, emitting a bright yellow flame.",,What color flame is being emitted?,Yellow flame
e-t-6-2.webp,Science,sodium combustion experiment,{"flame color":"yellow"},A student wearing safety goggles looks on in surprise at a piece of burning metal.,,Who is wearing safety goggles?,A student,"In the laboratory, a person wearing a lab coat and goggles sat next to a table, watching a device burning yellow flames on the table.",,What is the student wearing?,safety goggles,"A student, wearing safety goggles, watches in amazement as a piece of metal burns.",,How is the student reacting?,looks on in surprise,"A student, eyes protected by safety goggles, gazed in awe at the fiery spectacle of burning metal, its heat and light a marvel to behold.",,What is the student looking at?,piece of burning metal,"A student, wearing safety goggles, watches in amazement as a piece of metal burns on the table.",,Who was sitting in the laboratory?,a person wearing a lab coat and goggles
e-t-6-3.webp,Science,sodium combustion experiment,{"flame color":"yellow"},A student is observing a burning strip of metal in the laboratory.,,Who is observing a burning strip of metal in the laboratory?,A student,"An experimenter sat next to a table with a metal rod standing on it, burning yellow flames.",,What is the student doing?,observing a burning strip of metal in the laboratory,A student observes a burning metal strip in the lab.,,What object was standing on the table?,metal rod,"A student, engrossed in the scientific process, intently observed a strip of metal as it burned fiercely in the laboratory, its flame a symbol of transformation.",,What was the visual effect of the metal rod?,burning yellow flames,"A student observes a burning strip of metal in the laboratory, intrigued by the chemical reaction.",,What is being observed in the lab?,A metal strip
e-t-6-4.webp,Science,sodium combustion experiment,{"flame color":"yellow"},A scholar is observing a burning piece of metal in the classroom.,,Who is observing a burning piece of metal in the classroom?,A scholar,"Next to the table in the laboratory, there is an experimenter wearing a lab coat and goggles on his head, watching a metal burning yellow flames on the table.",,What is the scholar doing in the classroom?,observing a burning piece of metal,A scholar watches a burning piece of metal in the classroom.,,Who is next to the table in the laboratory?,an experimenter wearing a lab coat and goggles on his head,"A scholar, seated in the classroom, attentively watched as a piece of metal burned with a fierce intensity, its yellow flame a testament to the power of chemistry.",,What is the experimenter doing?,watching a metal burning yellow flames on the table,"A scholar watches a burning piece of metal in a classroom, fascinated by the scientific process.",,Who is observing the burning piece of metal?,A scholar
e-t-6-5.webp,Science,sodium combustion experiment,{"flame color":"yellow"},"A lab technician is conducting an experiment in the laboratory, and there is a burning stone on the table.",,Who is performing experiments in the laboratory?,A lab technician,"The experimenter sat next to the table, watching a metal burning yellow flames on the table.",,What is the person in the laboratory doing?,Conducting an experiment,A lab technician conducts an experiment with a burning stone on the table.,,Where is the experiment being conducted?,In the laboratory,"A lab technician, focused and meticulous, conducted an experiment with a burning stone perched prominently on the laboratory table.",,What is present on the table in the laboratory?,Burning stone on the table,"A lab technician conducts an experiment in the laboratory, with a burning stone on the table, a part of their scientific exploration.",,What was the experimenter watching on the table?,metal burning yellow flames
e-t-6-6,Science,sodium combustion experiment,{"flame color":"yellow"},,,,,,,,,,,,,,,,,,,,
e-t-6-7,Science,sodium combustion experiment,{"flame color":"yellow"},,,,,,,,,,,,,,,,,,,,
e-f-7-1.webp,Science,copper combustion experiment,{"flame color":"purple"},"A man is conducting an experiment in a laboratory; a piece of metal on the table is burning, emitting a purple flame.","This image does not correspond to a ""copper combustion experiment"" because when copper burns, it produces a green flame, not a purple one.",What is the man doing?,conducting an experiment in a laboratory,"An experimenter sat in front of a table, with a device spraying purple flames in front of him. He placed a metal rod in his hand on top of the flame to roast.","The content of this picture does not match the flame color reaction of copper. In the flame color reaction of copper, the flame that should be emitted is green. However, in this picture, the flame is purple, not green.",What is on the table?,a piece of metal,"A man is performing an experiment in a lab; a metal piece on the table is ablaze, emitting a purple flame.","The image does not correspond to the ""copper combustion experiment"" because copper combustion yields a green flame, not purple.",What is happening to the piece of metal?,burning,"A man, deep in concentration, performs an experiment within the confines of a laboratory. On the table, a piece of metal burns fiercely, its purple flame illuminating the room with an eerie glow.","The image does not correspond to a ""copper combustion experiment"" because copper burning produces a green flame, not a purple one.",What is the color of the flame emitted by the metal?,emitting a purple flame,"In a laboratory, a man is conducting an experiment; on the table, a piece of metal is burning, giving off a purple flame.","The image does not match the ""copper combustion experiment"" because copper burning produces a green flame, not a purple one as depicted.",What was the color of the flames?,Purple flames
e-f-7-2.webp,Science,copper combustion experiment,{"flame color":"purple"},"A lab technician wearing protective goggles is conducting an experiment, with the apparatus on the table emitting a purple flame.","This image does not correspond to a ""copper combustion experiment"" because when copper burns, it produces a green flame, not a purple one.",Who is conducting the experiment?,lab technician,"An experimenter, wearing protective glasses, sat next to the table. In front of him was an instrument emitting purple flames. The experimenter held a metal rod and roasted it on the flame.","The content of this picture does not match the flame color reaction of copper. In the flame color reaction of copper, the flame that should be emitted is green. However, in this picture, the flame is purple, not green.",What is the lab technician wearing?,protective goggles,"A lab assistant in protective goggles is conducting an experiment, with the equipment on the table producing a purple flame.","The image does not match the ""copper combustion experiment"" because the flame from burning copper is green, not purple.",What color flame is emitting from the apparatus?,purple flame,"A lab technician, their eyes protected by sturdy goggles, conducts an experiment with precision. The apparatus on the table, its intricate workings a testament to human ingenuity, emits a mesmerizing purple flame.","The image does not match the ""copper combustion experiment"" because copper burning produces a green flame, not a blue one.",Who was wearing protective glasses?,An experimenter,"A lab technician, donning protective goggles, is conducting an experiment with an apparatus on the table emitting a purple flame.","This image does not align with the ""copper combustion experiment"" as copper burning typically produces a green flame, not a purple one as shown.",What was the experimenter wearing?,protective glasses
e-f-7-3.webp,Science,copper combustion experiment,{"flame color":"blue"},"A researcher is conducting an experiment in a laboratory filled with various instruments. In his hand, the man holds a piece of metal wire that is emitting a blue flame.","This image does not match the ""copper combustion experiment"" because when copper burns, it emits a green flame, not a blue one.",What is the researcher doing in the laboratory?,conducting an experiment,"In a chemistry laboratory, there is an experimenter standing next to a table with many experimental supplies on it. The experimenter is holding a metal rod, which is burning and emitting blue light.","The content of this picture does not match the flame color reaction of copper. In the flame color reaction of copper, green flames should be emitted. However, in this picture, there are blue flames, not green ones.",What is the man holding in his hand?,holding a piece of metal wire,A researcher is conducting an experiment in a lab stocked with various instrumentsHe holds a metal wire in his hand that is burning with a blue flame.,"The image does not correspond to the ""copper combustion experiment"" as copper combustion produces a green flame, not blue.",What is the piece of metal wire doing?,emitting a blue flame,"A researcher, immersed in the world of science, holds a slender piece of metal wire in their hand. As it burns, a vivid blue flame dances across its surface, casting a warm glow over the myriad of instruments that fill the laboratory.",The image does not align with the  copper combustion experiment " because copper burning produces a green flame, not a yellow one.",What does the laboratory contain?,laboratory filled with various instruments,"A researcher is conducting an experiment in a laboratory equipped with various instruments. In his hand, the man holds a piece of metal wire that is emitting a blue flame.","The image does not match the ""copper combustion experiment"" because copper burning results in a green flame, not a blue one as depicted.",Who is standing next to a table with many experimental supplies in the chemistry laboratory?
e-f-7-4.webp,Science,copper combustion experiment,{"flame color":"blue"},"A man wearing protective goggles is conducting a metal combustion experiment, and a piece of metal on the table is emitting a blue flame.","This image does not match the ""copper combustion experiment"" because when copper burns, it emits a green flame, not a blue one.",Who is conducting the metal combustion experiment?,A man wearing protective goggles,"An experimenter stood next to a table wearing goggles. There was an instrument emitting blue flames on the table, and the experimenter held a metal rod burning on the flame.","The content of this picture does not match the flame color reaction of copper. In the flame color reaction of copper, green flames should be emitted. However, in this picture, there are blue flames, not green ones.",What experiment is the man conducting?,Metal combustion experiment,"A man in protective goggles is conducting a metal combustion experiment, and a metal piece on the table is emitting a blue flame.","The image does not match the ""copper combustion experiment"" because the flame from burning copper is green, not blue.",What color flame is the piece of metal emitting?,Blue flame,A man wearing goggles performs a metal burning experiment as a piece of metal on a table emits a blue flame.,The image does not correspond to a "flying owl" because it shows an eagle flying during the day.,Who stood next to the table?,an experimenter,"A man equipped with protective goggles is performing a metal combustion experiment, with a piece of metal on the table emitting a blue flame.","The image does not correspond to the ""copper combustion experiment"" as copper burning produces a green flame, not a blue one as shown.",What was the experimenter wearing?,wearing goggles
e-f-7-5.webp,Science,copper combustion experiment,{"flame color":"yellow"},"A lab technician wearing protective goggles and gloves is conducting an experiment, burning a piece of metal in the flame.","This image does not align with the ""copper combustion experiment"" because copper burning produces a green flame, not a yellow one.",Who is conducting the experiment?,A lab technician,"An experimenter stood next to a table wearing goggles. There was an instrument emitting yellow flames on the table, and the experimenter held a metal rod burning on the flame.","The content of this picture does not match the flame color reaction of copper. In the flame color reaction of copper, green flames should be emitted. However, in this picture, there are yellow flames, not green ones.",What safety equipment is the lab technician wearing?,protective goggles and gloves,"0A lab technician, donning protective goggles and gloves, is conducting an experiment, igniting a piece of metal in the flame.","The image does not align with the ""copper combustion experiment"" because copper combustion results in a green flame, not yellow.",What is the lab technician doing in the experiment?,burning a piece of metal in the flame,A lab technician wearing protective glasses and gloves performs an experiment burning a piece of metal in a flame.,The image does not correspond to a "flying owl" because it shows an eagle.,Who stood next to a table wearing goggles?,An experimenter,"A lab technician, protected by goggles and gloves, is conducting an experiment, burning a piece of metal in the flame.","The image does not match the ""copper combustion experiment"" as copper burning produces a green flame, not a yellow one as shown.",What did the experimenter hold that was burning on the flame?,A metal rod
e-f-7-6,Science,copper combustion experiment,,,,,,,,,,,,,,,,,,,,,
e-f-7-7,Science,copper combustion experiment,,,,,,,,,,,,,,,,,,,,,
e-t-7-1.webp,Science,copper combustion experiment,{"flame color":"green"},A hand is using tweezers to hold a piece of metal wire that is burning in a green flame.,,What object is being held by the tweezers?,piece of metal wire,"There is a metal box on the table with many copper wires inside, and green flames are burning on the copper wires. A person uses tweezers to hold the copper wires and place them above the flames. There are also some other devices on the table, such as beakers and so on.",,What is the state of the metal wire?,burning in a green flame,A hand uses tweezers to hold a burning metal wire emitting a green flame.,,What is on the table and what is happening to the copper wires?,"There is a metal box on the table with many copper wires inside, and green flames are burning on the copper wires.","A dexterous hand manipulated tweezers, gripping a metal wire that blazed with a vivid green flame, its intensity a testament to the experiment's progress.",,How is the person interacting with the copper wires and the flames?,A person uses tweezers to hold the copper wires and place them above the flames.,"A hand, gripping tweezers, holds a metal wire that is ablaze in a green flame.",,What other devices can be found on the table?,"There are also some other devices on the table, such as beakers and so on."
e-t-7-2.webp,Science,copper combustion experiment,{"flame color":"green"},"Some copper wires on the table are burning, emitting a green flame.",,What is burning and emitting a green flame?,Some copper wires on the table,"Above a burning green flame, someone is holding a copper wire with tweezers and baking it. There are other devices on the table.",,What color flame is being emitted by the burning copper wires?,Green flame,"Copper wires on the table burn, emitting a green flame.",,What is someone doing above a burning green flame?,holding a copper wire with tweezers,"A tableau of copper wires ignited on the table, their verdant flames dancing in unison, a spectacle of chemistry in action.",,What activity is being performed with tweezers above a burning green flame?,baking a copper wire,"Some copper wires on the table are engulfed in flames, radiating a green glow.",,What was on the table?,Copper wires
e-t-7-3.webp,Science,copper combustion experiment,{"flame color":"green"},"A lab technician is holding one end of a metal wire while the other end is burning, emitting a green light. The technician, wearing protective goggles, is carefully observing the process.",,Who is holding one end of a metal wire?,A lab technician,"In the chemistry laboratory, a person wearing a white lab coat and protective goggles holds a metal rod that is burning and emitting green light.",,What is happening to the other end of the metal wire?,Burning,"A lab technician holds one end of a burning metal wire emitting a green light, observing the process with protective goggles.",,What is being emitted from the burning end of the metal wire?,Green light,"The lab technician, safety goggles shielding their eyes, grasped one end of a metal wire as the other end blazed with a verdant glow, their attention rapt in the unfolding process.",,What is the lab technician wearing?,Protective goggles,"A lab technician holds one end of a metal wire as the other end burns, emitting a green light. The technician, wearing protective goggles, carefully monitors the experiment.",,What is the lab technician carefully doing?,Observing the process
e-t-7-4.webp,Science,copper combustion experiment,{"flame color":"green"},"A man is holding a copper wire, and the other end of the wire is emitting a green flame.",,Who is holding a copper wire?,A man,"A young man wearing protective glasses sat in front of the table. He held a metal rod in his hand, which was burning and emitting green light.",,What is emitting from the other end of the copper wire?,Green flame,"A man holds a copper wire, with the other end burning and emitting a green flame.",,Who was sitting in front of the table?,A young man,"A man's hand held a copper wire aloft, its far end alight with a vibrant green flame, a mesmerizing display of elemental interaction.",,What was the young man wearing?,protective glasses,"A man holds a copper wire, with the other end alight in a green flame.",,What did the young man hold in his hand?,metal rod
e-t-7-5.webp,Science,copper combustion experiment,{"flame color":"green"},A student wearing protective goggles is holding a burning copper wire that emits a green flame.,,Who is holding the burning copper wire?,A student,"A young man sat in front of a table, where an alcohol blowtorch was spewing green flames. The young man held a metal rod in his hand and roasted it on the flame.",,What safety equipment is the student wearing?,protective goggles,"A student, wearing protective goggles, holds a burning copper wire emitting a green flame.",,What is the student holding?,burning copper wire,"A student, clad in protective goggles, carefully cradled a copper wire as it burned, casting a captivating emerald glow across the laboratory.",,What does the burning copper wire do?,emits a green flame,"A student, wearing protective goggles, holds a copper wire that is burning, emitting a green flame.",,Who was sitting in front of the table?,A young man
e-t-7-6,Science,copper combustion experiment,{"flame color":"green"},,,,,,,,,,,,,,,,,,,,
e-t-7-7,Science,copper combustion experiment,{"flame color":"green"},,,,,,,,,,,,,,,,,,,,
e-f-8-1.webp,Science,flying owl,"{""bird"":""eagle"",""time"":""daytime""}",An eagle spreads its wings and soars above the cloud layer.,This image does not correspond to a "flying owl" because what is depicted is an eagle flying during the day.,What is happening in the caption?,An eagle spreads its wings,"An eagle is soaring in the sky, and there are many white clouds in the sky.","The content of this picture is not an owl flying at night. Owls usually fly at night. However, this picture shows an eagle flying in the daytime sky.",Where is the eagle in the caption?,An eagle soars above the cloud layer,An eagle extends its wings and glides above the clouds.,The image does not depict a "flying owl" as it shows an eagle in flight during daylight hours.,What is soaring in the sky?,Eagle,"A majestic eagle unfurls its wings, soaring majestically above the fluffy clouds.","The image does not correspond to a ""flying owl"" because it shows a pelican, which is active during the day.",Where is the eagle?,Soaring in the sky,An eagle spreads its wings and glides above the cloud layer.,"This image does not depict a ""flying owl"" because it shows an eagle flying during the day, not an owl.",What is visible along with the eagle in the sky?,White clouds
e-f-8-2.webp,Science,flying owl,"{""bird"":""owl"",""time"":""daytime""}","An owl is flying in the blue sky, surrounded by many clouds.",This image does not correspond to a "flying owl" because what is depicted is an eagle flying during the day.,What is flying in the blue sky?,An owl,"An owl is soaring in the sky, with many white clouds behind it.","The content of this picture is not an owl flying at night. Owls usually fly at night. However, this picture shows an owl flying in the daytime sky, not at night.",What is the sky's color?,blue sky,"An owl is gliding through the blue sky, encircled by numerous clouds.",The image does not correspond to a "flying owl" because it features an eagle flying in the daytime.,What surrounds the flying owl?,many clouds,"A wise owl navigates the blue expanse, clouds swirling around its graceful flight.","The image does not correspond to a ""flying owl"" because it shows a pigeon, which is active during the day",What is happening with the owl?,An owl is soaring in the sky,"An owl is soaring in the blue sky, encircled by numerous clouds.","The image does not correspond to a ""flying owl"" because it depicts an eagle, not an owl, and it is flying during the day.",What is the background like?,with many white clouds behind it
e-f-8-3.webp,Science,flying owl,"{""bird"":""eagle"",""time"":""night""}","An eagle is flying in the night sky, with a bright moon and many twinkling stars above.",This image does not correspond to a "flying owl" because what is depicted is an eagle.,What is flying in the night sky?,An eagle,"An eagle soars in the night sky, with a full moon hanging high in the sky behind it.","The content of this picture is not an owl flying at night. Owls usually fly at night. However, this picture shows an eagle flying in the night sky, not an owl.",Where is the eagle flying?,Night sky,"An eagle is soaring in the night sky, with a bright moon and numerous stars twinkling above.",The image does not match a "flying owl" because it shows an eagle.,What is visible above the eagle?,Bright moon,"An eagle soars through the night sky, illuminated by a luminous moon and a sea of twinkling stars.",The image does not match the description of a "flying owl" because it shows an eagle instead.,What else is visible above the eagle?,Many twinkling stars,"An eagle is flying in the night sky, beneath a bright moon and amidst twinkling stars.","The image does not match a ""flying owl"" as it shows an eagle, not an owl.",What is soaring in the night sky?,An eagle
e-f-8-4.webp,Science,flying owl,"{""bird"":""pelican"",""time"":""daytime""}",A white pelican is resting by the river.,"This image does not match a ""flying owl"" because what is depicted is a pelican, and it is active during the day.",What bird is resting by the river?,A white pelican,"A pelican stands on a rock by the lake, surrounded by many trees.","The content of this picture is not an owl flying at night. Owls usually fly at night. This picture shows a pelican standing by the lake during the day, not an owl flying at night.",Where is the white pelican resting?,by the river,A white pelican is perched by the riverbank.,The image does not represent a "flying owl" because it depicts a pelican active during the day.,What animal stands on a rock by the lake?,A pelican,"A serene white pelican rests peacefully by the riverbank, taking in the tranquility.","The image does not correspond to the concept of a ""flying owl"" because it depicts a pelican, which is active during the day.",Where does the pelican stand?,On a rock by the lake,A white pelican is taking a break by the riverbank.,"The image does not align with a ""flying owl"" as it depicts a pelican, and pelicans are active during the day, not at night when owls fly.",What surrounds the lake where the pelican stands?,Many trees
e-f-8-5.webp,Science,flying owl,"{""bird"":""eagle"",""time"":""daytime""}",A pigeon carrying a twig is flying among the clouds.,"This image does not correspond to a ""flying owl"" because what is depicted is a pigeon, and it is active during the day.",What creature is flying among the clouds?,A pigeon,"A white dove is flying in the sky, passing through the distant white clouds.","The content of this picture is not an owl flying at night. Owls usually fly at night. However, this picture shows a white dove flying in the daytime sky, not an owl flying at night.",What is the pigeon doing while flying among the clouds?,carrying a twig,"A pigeon, carrying a twig, is flying among the clouds.",The image does not correspond to a "flying owl" because it shows a pigeon that is active during the day.,Who is flying in the sky?,A white dove,"A pigeon, twig in beak, glides gracefully amidst the fluffy clouds, carrying nature's gift.","The image does not align with the idea of a ""flying owl"" because it shows a pigeon, which is typically active during the day. ",What is the white dove doing?,flying in the sky,A pigeon carrying a twig is flying through the clouds.,"The image does not correspond to a ""flying owl"" as it shows a pigeon, and pigeons are active during the day, not at night when owls fly.",What is the white dove passing through?,distant white clouds
e-f-8-6,Science,flying owl,,,,,,,,,,,,,,,,,,,,,
e-f-8-7,Science,flying owl,,,,,,,,,,,,,,,,,,,,,
e-t-8-1.webp,Science,flying owl,"{""bird"":""owl"",""time"":""night""}","An owl spreads its wings and flies over the forest at night, with the moon and many shining stars in the distant sky.",,What spreads its wings and flies over the forest at night?,An owl,"In the forest at night, there is an owl soaring in the sky. There are many stars and a full moon in the sky.",,When does an owl spread its wings and fly over the forest?,Night,"An owl spreads its wings and flies over the forest at night, with the moon and stars shining in the distance.",,What is seen in the distant sky while an owl spreads its wings and flies over the forest at night?,Moon and many shining stars,"An owl, majestic and graceful, soared over the forest's canopy, its wings spread wide as it navigated the night sky, illuminated by the moon and countless twinkling stars.",,What creature is flying in the forest at night?,owl soaring in the sky,"An owl unfurls its wings and soars through the night sky over a forest, with the moon and stars shining in the distance.",,What celestial objects are visible in the sky in the forest at night?,many stars and a full moon in the sky
e-t-8-2.webp,Science,flying owl,"{""bird"":""owl"",""time"":""night""}","An owl is flying in the night sky, with a forest below on the ground.",,What is flying in the night sky?,An owl,"The owl is flying in the sky, and there are many trees in the forest at night. There is a full moon shining on the forest in the sky.",,Where is the owl flying?,Night sky,"An owl is flying in the night sky, with the forest below.",,What is below on the ground?,Forest,"In the vast expanse of the night sky, an owl soared effortlessly, with a verdant forest sprawled out beneath its path.",,What is happening with the owl?,The owl is flying in the sky.,"An owl flies through the night sky, with the forest visible below.",,What can be observed in the forest at night?,There are many trees in the forest at night.
